,SDI_Temp_1m,,,SDI_Temp_1m
3843,12.66,,,
3844,12.52,,,
3845,12.54,,,
3846,12.64,,,
3847,12.64,,,
3848,12.76,,,
3849,12.83,,,
3850,12.95,,,
3851,13.02,,,
3852,13.24,,,
3853,13.25,,,
3854,13.25,,,
3855,13.09,,,
3856,13.05,,,
3857,13,,,
3858,13,,,
3859,13.07,,,
3860,13.12,,,
3861,13.03,,,
3862,13.12,,,
3863,13.12,,,
3864,12.83,,,
3865,12.86,,,
3866,12.92,,,
3867,12.82,,,
3868,12.85,,,
3869,12.91,,,
3870,13.05,,,
3871,13.13,,,
3872,13.11,,,
3873,13.31,,,
3874,13.92,,,
3875,13.92,,,
3876,13.97,,,
3877,14.03,,,
3878,14.04,,,
3879,13.84,,,
3880,13.71,,,
3881,13.66,,,
3882,13.69,,,
3883,13.77,,,
3884,13.59,,,
3885,13.66,,,
3886,13.67,,,
3887,13.68,,,
3888,13.58,,,
3889,13.52,,,
3890,13.67,,,
3891,13.65,,,
3892,13.63,,,
3893,13.62,,,
3894,13.67,,,
3895,13.78,,,
3896,13.74,,,
3897,13.87,,,
3898,13.84,,,
3899,13.94,,,
3900,14.04,,,
3901,13.99,,,
3902,14.05,,,
3903,14.04,,,
3904,14.03,,,
3905,13.89,,,
3906,13.77,,,
3907,13.85,,,
3908,13.88,,,
3909,13.85,,,
3910,13.86,,,
3911,13.68,,,
3912,13.81,,,
3913,13.7,,,
3914,13.64,,,
3915,13.68,,,
3916,13.76,,,
3917,13.7,,,
3918,13.72,,,
3919,13.75,,,
3920,13.81,,,
3921,13.9,,,
3922,13.98,,,
3923,14.42,,,
3924,14.66,,,
3925,14.88,,,
3926,14.99,,,
3927,14.97,,,
3928,14.58,,,
3929,14.3,,,
3930,14.37,,,
3931,14.5,,,
3932,14.29,,,
3933,14.27,,,
3934,14.24,,,
3935,14.2,,,
3936,14.18,,,
3937,14.05,,,
3938,14.14,,,
3939,14.05,,,
3940,14.01,,,
3941,14.09,,,
3942,14.13,,,
3943,14.27,,,
3944,14.27,,,
3945,14.36,,,
3946,14.92,,,
3947,15.02,,,
3948,14.82,,,
3949,14.81,,,
3950,14.86,,,
3951,14.74,,,
3952,14.71,,,
3953,14.64,,,
3954,14.68,,,
3955,14.66,,,
3956,14.67,,,
3957,14.53,,,
3958,14.65,,,
3959,14.55,,,
3960,14.63,,,
3961,14.52,,,
3962,14.62,,,
3963,14.56,,,
3964,14.59,,,
3965,14.58,,,
3966,14.69,,,
3967,14.8,,,
3968,14.95,,,
3969,15.1,,,
3970,15.53,,,
3971,15.82,,,
3972,15.86,,,
3973,15.8,,,
3974,15.63,,,
3975,15.5,,,
3976,15.33,,,
3977,15.35,,,
3978,15.34,,,
3979,15.44,,,
3980,15.38,,,
3981,15.39,,,
3982,15.28,,,
3983,15.33,,,
3984,15.29,,,
3985,15.27,,,
3986,15.16,,,
3987,15.28,,,
3988,15.25,,,
3989,15.21,,,
3990,15.23,,,
3991,15.32,,,
3992,15.63,,,
3993,15.76,,,
3994,15.96,,,
3995,15.88,,,
3996,15.92,,,
3997,15.93,,,
3998,15.87,,,
3999,15.77,,,
4000,15.66,,,
4001,15.63,,,
4002,15.51,,,
4003,15.51,,,
4004,15.49,,,
4005,15.45,,,
4006,15.51,,,
4007,15.57,,,
4008,15.38,,,
4009,15.44,,,
4010,15.33,,,
4011,15.39,,,
4012,15.3,,,
4013,15.43,,,
4014,15.42,,,
4015,15.43,,,
4016,15.53,,,
4017,15.7,,,
4018,15.91,,,
4019,16.03,,,
4020,16.3,,,
4021,16.21,,,
4022,16.33,,,
4023,16.27,,,
4024,16.17,,,
4025,16.03,,,
4026,16.08,,,
4027,16.06,,,
4028,16.04,,,
4029,15.92,,,
4030,15.98,,,
4031,15.89,,,
4032,15.93,,,
4033,16.11,,,
4034,15.93,,,
4035,15.84,,,
4036,15.87,,,
4037,15.82,,,
4038,15.97,,,
4039,16.09,,,
4040,16.35,,,
4041,16.31,,,
4042,16.58,,,
4043,16.65,,,
4044,16.83,,,
4045,16.8,,,
4046,16.71,,,
4047,16.61,,,
4048,16.69,,,
4049,16.56,,,
4050,16.55,,,
4051,16.5,,,
4052,16.57,,,
4053,16.58,,,
4054,16.48,,,
4055,16.31,,,
4056,16.3,,,
4057,16.46,,,
4058,16.3,,,
4059,16.37,,,
4060,16.36,,,
4061,16.26,,,
4062,16.39,,,
4063,16.45,,,
4064,16.55,,,
4065,16.73,,,
4066,16.99,,,
4067,16.91,,,
4068,16.9,,,
4069,16.98,,,
4070,16.94,,,
4071,16.91,,,
4072,16.91,,,
4073,16.8,,,
4074,16.77,,,
4075,16.73,,,
4076,16.74,,,
4077,16.66,,,
4078,16.54,,,
4079,16.57,,,
4080,16.53,,,
4081,16.52,,,
4082,16.53,,,
4083,16.48,,,
4084,16.51,,,
4085,16.5,,,
4086,16.46,,,
4087,16.6,,,
4088,16.67,,,
4089,16.84,,,
4090,16.98,,,
4091,16.92,,,
4092,16.96,,,
4093,17.09,,,
4094,17.05,,,
4095,16.93,,,
4096,16.83,,,
4097,16.94,,,
4098,16.92,,,
4099,16.78,,,
4100,16.8,,,
4101,16.72,,,
4102,16.77,,,
4103,16.75,,,
4104,16.7,,,
4105,16.64,,,
4106,16.61,,,
4107,16.63,,,
4108,16.54,,,
4109,16.59,,,
4110,16.62,,,
4111,16.64,,,
4112,16.67,,,
4113,16.61,,,
4114,16.77,,,
4115,16.81,,,
4116,17.1,,,
4117,16.93,,,
4118,16.8,,,
4119,16.72,,,
4120,16.77,,,
4121,16.75,,,
4122,16.64,,,
4123,16.76,,,
4124,16.69,,,
4125,16.73,,,
4126,16.69,,,
4127,16.7,,,
4128,16.69,,,
4129,16.73,,,
4130,16.67,,,
4131,16.62,,,
4132,16.54,,,
4133,16.54,,,
4134,16.62,,,
4135,16.64,,,
4136,16.76,,,
4137,16.73,,,
4138,16.84,,,
4139,16.84,,,
4140,16.91,,,
4141,16.93,,,
4142,16.96,,,
4143,16.9,,,
4144,16.94,,,
4145,16.82,,,
4146,16.87,,,
4147,16.88,,,
4148,16.84,,,
4149,16.91,,,
4150,16.81,,,
4151,16.84,,,
4152,16.9,,,
4153,16.8,,,
4154,16.77,,,
4155,16.73,,,
4156,16.65,,,
4157,16.69,,,
4158,16.71,,,
4159,16.79,,,
4160,16.95,,,
4161,17.55,,,
4162,17.55,,,
4163,17.47,,,
4164,17.45,,,
4165,17.44,,,
4166,17.5,,,
4167,17.29,,,
4168,17.29,,,
4169,17.26,,,
4170,17.28,,,
4171,17.17,,,
4172,17.26,,,
4173,17.2,,,
4174,17.28,,,
4175,17.17,,,
4176,17.09,,,
4177,17.07,,,
4178,17.03,,,
4179,17.02,,,
4180,16.98,,,
4181,16.98,,,
4182,16.98,,,
4183,17.2,,,
4184,17.15,,,
4185,17.28,,,
4186,17.26,,,
4187,17.46,,,
4188,17.41,,,
4189,17.5,,,
4190,17.52,,,
4191,17.45,,,
4192,17.49,,,
4193,17.28,,,
4194,17.33,,,
4195,17.34,,,
4196,17.26,,,
4197,17.28,,,
4198,17.27,,,
4199,17.3,,,
4200,17.15,,,
4201,17.15,,,
4202,17.16,,,
4203,17.11,,,
4204,17.13,,,
4205,17.1,,,
4206,17.14,,,
4207,17.29,,,
4208,17.54,,,
4209,17.55,,,
4210,17.55,,,
4211,17.56,,,
4212,17.74,,,
4213,17.66,,,
4214,17.67,,,
4215,17.62,,,
4216,17.52,,,
4217,17.52,,,
4218,17.57,,,
4219,17.54,,,
4220,17.5,,,
4221,17.58,,,
4222,17.46,,,
4223,17.4,,,
4224,17.39,,,
4225,17.35,,,
4226,17.39,,,
4227,17.37,,,
4228,17.29,,,
4229,17.32,,,
4230,17.4,,,
4231,17.49,,,
4232,17.6,,,
4233,17.61,,,
4234,17.64,,,
4235,17.87,,,
4236,17.85,,,
4237,17.96,,,
4238,17.82,,,
4239,17.78,,,
4240,17.84,,,
4241,17.81,,,
4242,17.76,,,
4243,17.76,,,
4244,17.8,,,
4245,17.7,,,
4246,17.64,,,
4247,17.69,,,
4248,17.52,,,
4249,17.6,,,
4250,17.63,,,
4251,17.61,,,
4252,17.57,,,
4253,17.5,,,
4254,17.56,,,
4255,17.63,,,
4256,17.75,,,
4257,17.89,,,
4258,18,,,
4259,18,,,
4260,18.01,,,
4261,18.01,,,
4262,18.1,,,
4263,17.99,,,
4264,17.96,,,
4265,17.93,,,
4266,17.96,,,
4267,17.94,,,
4268,18.01,,,
4269,17.79,,,
4270,17.79,,,
4271,17.86,,,
4272,18.01,,,
4273,17.84,,,
4274,17.79,,,
4275,17.83,,,
4276,17.77,,,
4277,17.85,,,
4278,17.79,,,
4279,18.02,,,
4280,18.08,,,
4281,18.75,,,
4282,18.42,,,
4283,18.31,,,
4284,18.49,,,
4285,18.49,,,
4286,18.45,,,
4287,18.44,,,
4288,18.46,,,
4289,18.51,,,
4290,18.47,,,
4291,18.48,,,
4292,18.35,,,
4293,18.41,,,
4294,18.3,,,
4295,18.37,,,
4296,18.23,,,
4297,18.27,,,
4298,18.18,,,
4299,18.24,,,
4300,18.19,,,
4301,18.25,,,
4302,18.22,,,
4303,18.41,,,
4304,18.5,,,
4305,18.75,,,
4306,18.74,,,
4307,18.79,,,
4308,18.84,,,
4309,18.96,,,
4310,18.9,,,
4311,18.97,,,
4312,18.98,,,
4313,18.99,,,
4314,18.92,,,
4315,18.85,,,
4316,18.9,,,
4317,18.87,,,
4318,18.84,,,
4319,18.68,,,
4320,18.73,,,
4321,18.84,,,
4322,18.63,,,
4323,18.61,,,
4324,18.55,,,
4325,18.56,,,
4326,18.67,,,
4327,18.66,,,
4328,18.87,,,
4329,18.8,,,
4330,18.89,,,
4331,18.92,,,
4332,18.94,,,
4333,19.04,,,
4334,19.01,,,
4335,19,,,
4336,18.98,,,
4337,18.97,,,
4338,18.91,,,
4339,18.84,,,
4340,18.75,,,
4341,18.79,,,
4342,18.74,,,
4343,18.7,,,
4344,18.73,,,
4345,18.66,,,
4346,18.66,,,
4347,18.51,,,
4348,18.57,,,
4349,18.65,,,
4350,18.64,,,
4351,18.72,,,
4352,18.79,,,
4353,18.93,,,
4354,19.02,,,
4355,19.03,,,
4356,19.2,,,
4357,19.18,,,
4358,19.11,,,
4359,19.05,,,
4360,19,,,
4361,19.04,,,
4362,18.94,,,
4363,19,,,
4364,18.87,,,
4365,18.94,,,
4366,18.92,,,
4367,18.91,,,
4368,18.69,,,
4369,18.78,,,
4370,18.77,,,
4371,18.73,,,
4372,18.66,,,
4373,18.76,,,
4374,18.79,,,
4375,18.9,,,
4376,19.01,,,
4377,19.03,,,
4378,19.16,,,
4379,19.32,,,
4380,19.23,,,
4381,19.36,,,
4382,19.28,,,
4383,19.19,,,
4384,19.14,,,
4385,19.15,,,
4386,19.1,,,
4387,19.01,,,
4388,18.92,,,
4389,18.98,,,
4390,18.98,,,
4391,18.87,,,
4392,18.92,,,
4393,18.9,,,
4394,18.83,,,
4395,18.74,,,
4396,18.87,,,
4397,18.73,,,
4398,18.81,,,
4399,18.87,,,
4400,19.11,,,
4401,19.23,,,
4402,19.52,,,
4403,19.4,,,
4404,19.4,,,
4405,19.55,,,
4406,19.5,,,
4407,19.53,,,
4408,19.4,,,
4409,19.48,,,
4410,19.32,,,
4411,19.34,,,
4412,19.32,,,
4413,19.32,,,
4414,19.33,,,
4415,19.3,,,
4416,19.23,,,
4417,19.19,,,
4418,19.26,,,
4419,19.29,,,
4420,19.23,,,
4421,19.35,,,
4422,19.3,,,
4423,19.42,,,
4424,19.87,,,
4425,20.09,,,
4426,20.14,,,
4427,19.91,,,
4428,19.93,,,
4429,19.72,,,
4430,19.74,,,
4431,19.77,,,
4432,19.6,,,
4433,19.69,,,
4434,19.62,,,
4435,19.52,,,
4436,19.65,,,
4437,19.56,,,
4438,19.52,,,
4439,19.54,,,
4440,19.47,,,
4441,19.5,,,
4442,19.4,,,
4443,19.41,,,
4444,19.33,,,
4445,19.41,,,
4446,19.46,,,
4447,19.53,,,
4448,19.45,,,
4449,19.43,,,
4450,19.64,,,
4451,19.69,,,
4452,19.72,,,
4453,19.68,,,
4454,19.75,,,
4455,19.73,,,
4456,19.63,,,
4457,19.57,,,
4458,19.66,,,
4459,19.53,,,
4460,19.45,,,
4461,19.45,,,
4462,19.47,,,
4463,19.39,,,
4464,19.37,,,
4465,19.31,,,
4466,19.3,,,
4467,19.26,,,
4468,19.11,,,
4469,19.13,,,
4470,19.12,,,
4471,19.04,,,
4472,19.17,,,
4473,19.28,,,
4474,19.54,,,
4475,19.49,,,
4476,19.57,,,
4477,19.5,,,
4478,19.49,,,
4479,19.58,,,
4480,19.34,,,
4481,19.4,,,
4482,19.29,,,
4483,19.1,,,
4484,19.24,,,
4485,19.11,,,
4486,19.13,,,
4487,19.11,,,
4488,19.05,,,
4489,18.98,,,
4490,18.88,,,
4491,18.92,,,
4492,18.79,,,
4493,18.88,,,
4494,18.8,,,
4495,18.95,,,
4496,18.97,,,
4497,19.06,,,
4498,19.08,,,
4499,19.23,,,
4500,19.27,,,
4501,19.25,,,
4502,19.19,,,
4503,19.28,,,
4504,19.15,,,
4505,19.15,,,
4506,19.15,,,
4507,19.09,,,
4508,19.12,,,
4509,19.09,,,
4510,19.01,,,
4511,19.09,,,
4512,19.1,,,
4513,18.92,,,
4514,18.92,,,
4515,18.94,,,
4516,18.82,,,
4517,18.86,,,
4518,19.05,,,
4519,19.04,,,
4520,19.04,,,
4521,19.23,,,
4522,19.25,,,
4523,19.37,,,
4524,19.35,,,
4525,19.34,,,
4526,19.37,,,
4527,19.27,,,
4528,19.23,,,
4529,19.15,,,
4530,19.16,,,
4531,19.15,,,
4532,18.99,,,
4533,19.04,,,
4534,19.01,,,
4535,19.02,,,
4536,18.88,,,
4537,18.79,,,
4538,18.74,,,
4539,18.69,,,
4540,18.75,,,
4541,18.81,,,
4542,18.66,,,
4543,18.85,,,
4544,18.88,,,
4545,18.9,,,
4546,19.06,,,
4547,19.13,,,
4548,19.07,,,
4549,19.18,,,
4550,19.19,,,
4551,19.18,,,
4552,19.15,,,
4553,18.97,,,
4554,19.01,,,
4555,18.93,,,
4556,18.98,,,
4557,18.8,,,
4558,18.89,,,
4559,18.72,,,
4560,18.75,,,
4561,18.63,,,
4562,18.65,,,
4563,18.66,,,
4564,18.6,,,
4565,18.6,,,
4566,18.66,,,
4567,18.63,,,
4568,18.67,,,
4569,18.81,,,
4570,18.91,,,
4571,18.99,,,
4572,19.05,,,
4573,19.03,,,
4574,18.89,,,
4575,19.02,,,
4576,18.99,,,
4577,18.88,,,
4578,18.78,,,
4579,18.83,,,
4580,18.66,,,
4581,18.75,,,
4582,18.82,,,
4583,18.59,,,
4584,18.62,,,
4585,18.66,,,
4586,18.56,,,
4587,18.48,,,
4588,18.49,,,
4589,18.5,,,
4590,18.47,,,
4591,18.58,,,
4592,18.76,,,
4593,18.76,,,
4594,18.94,,,
4595,18.98,,,
4596,19.09,,,
4597,19.11,,,
4598,19.2,,,
4599,19.12,,,
4600,19.08,,,
4601,19,,,
4602,18.92,,,
4603,18.96,,,
4604,18.94,,,
4605,18.9,,,
4606,18.8,,,
4607,18.83,,,
4608,18.57,,,
4609,18.51,,,
4610,18.54,,,
4611,18.56,,,
4612,18.61,,,
4613,18.64,,,
4614,18.66,,,
4615,18.8,,,
4616,19.12,,,
4617,19.38,,,
4618,19.34,,,
4619,19.18,,,
4620,19.32,,,
4621,19.26,,,
4622,19.24,,,
4623,19.23,,,
4624,19.17,,,
4625,19.15,,,
4626,19.2,,,
4627,19.12,,,
4628,19.03,,,
4629,19.05,,,
4630,19,,,
4631,19.11,,,
4632,18.98,,,
4633,18.92,,,
4634,18.98,,,
4635,18.92,,,
4636,18.9,,,
4637,19.01,,,
4638,18.95,,,
4639,19.15,,,
4640,19.27,,,
4641,19.62,,,
4642,19.49,,,
4643,19.51,,,
4644,19.37,,,
4645,19.65,,,
4646,19.7,,,
4647,19.62,,,
4648,19.48,,,
4649,19.44,,,
4650,19.45,,,
4651,19.39,,,
4652,19.38,,,
